PMS,CLASS,TYPE,FACING,DIA(LOW),DIA(HIGH),RATING,DESIGN_STANDARD,MATERIAL_DESCRIPTION
EIL,D15M,EFSW,BE,12,12,80S,B-36.19,ASTM A358 TP321 CL.1
EIL,D15M,EFSW,BE,14,16,CALC,B-36.19,ASTM A358 TP321 CL.1
EIL,E1A,SEAMLESS,BE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,E1A,SEAMLESS,BE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,E1A,SEAMLESS,BE,2,3,XS,B-36.10,ASTM A106 GR.B
EIL,E1A,SEAMLESS,BE,4,8,S120,B-36.10,ASTM A106 GR.B
EIL,E1A,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A106 GR.B
EIL,E1A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.12
EIL,E2A,SEAMLESS,BE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,E2A,SEAMLESS,BE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,E2A,SEAMLESS,BE,2,3,XS,B-36.10,ASTM A106 GR.B
EIL,E2A,SEAMLESS,BE,4,8,S120,B-36.10,ASTM A106 GR.B
EIL,E2A,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A106 GR.B
EIL,E2A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.12
EIL,E65A,SEAMLESS,BE,0.5,3,S160,B-36.10,ASTM A106 GR.B
EIL,E65A,SEAMLESS,BE,4,8,S120,B-36.10,ASTM A106 GR.B
EIL,E65A,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A106 GR.B
EIL,E65A,EFSW,BE,16,24,CALC,B-36.10,A672 GR.B60 CL.12
EIL,E66A,SEAMLESS,BE,0.5,3,S160,B-36.10,ASTM A106 GR.B
EIL,E66A,SEAMLESS,BE,4,8,S120,B-36.10,ASTM A106 GR.B
EIL,E66A,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A106 GR.B
EIL,E66A,EFSW,BE,16,24,CALC,B-36.10,A672 GR.B60 CL.12
EIL,E25D,SEAMLESS,BE,0.5,0.5,XXS,B-36.10,ASTM A335 GR.P11
EIL,E25D,SEAMLESS,BE,0.75,3,S160,B-36.10,ASTM A335 GR.P11
EIL,E25D,SEAMLESS,BE,4,4,S120,B-36.10,ASTM A335 GR.P11
EIL,E25D,SEAMLESS,BE,6,6,S120,B-36.10,ASTM A335 GR.P11
EIL,E25D,SEAMLESS,BE,8,8,S120,B-36.10,ASTM A335 GR.P11
EIL,E25D,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A335 GR.P11
EIL,E5D,SEAMLESS,BE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P11
EIL,E5D,SEAMLESS,BE,1,1.5,XS,B-36.10,ASTM A335 GR.P11
EIL,E5D,SEAMLESS,BE,2,2,6.35,B-36.10,ASTM A335 GR.P11
EIL,E5D,SEAMLESS,BE,3,3,S80,B-36.10,ASTM A335 GR.P11
EIL,E5D,SEAMLESS,BE,4,8,S120,B-36.10,ASTM A335 GR.P11
EIL,E5D,SEAMLESS,BE,10,14,S80,B-36.10,ASTM A335 GR.P11
EIL,E5D,EFSW,BE,16,24,S80,B-36.10,ASTM A691 GR.1.25CR CL.42
EIL,E5E,SEAMLESS,BE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P22
EIL,E5E,SEAMLESS,BE,1,1.5,XS,B-36.10,ASTM A335 GR.P22
EIL,E5E,SEAMLESS,BE,2,2,S160,B-36.10,ASTM A335 GR.P22
EIL,E5E,SEAMLESS,BE,3,3,XS,B-36.10,ASTM A335 GR.P22
EIL,E5E,SEAMLESS,BE,4,8,S120,B-36.10,ASTM A335 GR.P22
EIL,E5E,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A335 GR.P22
EIL,E5E,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.2.25CR CL.42
EIL,E15M,SEAMLESS,BE,0.5,4,80S,B-36.19,ASTM A312 TP321
EIL,E15M,SEAMLESS,BE,6,8,CALC,B-36.19,ASTM A312 TP321
EIL,E15M,EFSW,BE,10,18,CALC,B-36.19,ASTM A358 TP321 CL.1
EIL,F1A,SEAMLESS,BE,0.5,3,S160,B-36.10,ASTM A106 GR.B
EIL,F1A,SEAMLESS,BE,4,4,S160,B-36.10,ASTM A106 GR.B
EIL,F1A,SEAMLESS,BE,6,14,CALC,B-36.10,ASTM A106 GR.B
EIL,F1A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.12
EIL,F5A,SEAMLESS,BE,0.5,3,S160,B-36.10,ASTM A106 GR.B
EIL,F5A,SEAMLESS,BE,6,14,CALC,B-36.10,ASTM A106 GR.B
EIL,F5A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.32
EIL,F65A,SEAMLESS,BE,0.5,3,XXS,B-36.10,ASTM A106 GR.B
EIL,F65A,SEAMLESS,BE,6,14,CALC,B-36.10,ASTM A106 GR.B
EIL,F65A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.12
EIL,F2D,SEAMLESS,BE,0.5,2,S160,B-36.10,ASTM A335 GR.P11
EIL,F2D,SEAMLESS,BE,3,3,S160,B-36.10,ASTM A335 GR.P11
EIL,F2D,SEAMLESS,BE,4,4,XXS,B-36.10,ASTM A335 GR.P11
EIL,F2D,SEAMLESS,BE,6,6,S160,B-36.10,ASTM A335 GR.P11
EIL,F2D,SEAMLESS,BE,8,8,S140,B-36.10,ASTM A335 GR.P11
EIL,F2D,SEAMLESS,BE,10,10,XXS,B-36.10,ASTM A335 GR.P11
EIL,F2D,SEAMLESS,BE,14,14,S140,B-36.10,ASTM A335 GR.P11
EIL,F2D,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.1.25CR CL.42
EIL,F5D,SEAMLESS,BE,0.5,2,S160,B-36.10,ASTM A335 GR.P11
EIL,F5D,SEAMLESS,BE,3,3,S160,B-36.10,ASTM A335 GR.P11
EIL,F5D,SEAMLESS,BE,4,4,XXS,B-36.10,ASTM A335 GR.P11
EIL,F5D,SEAMLESS,BE,6,14,CALC,B-36.10,ASTM A335 GR.P11
EIL,F5D,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.1.25CR CL.42
EIL,F25M,SEAMLESS,BE,0.5,0.5,4.78MM,B-36.19,ASTM A312TP321H
EIL,F25M,SEAMLESS,BE,0.75,0.75,5.6MM,B-36.19,ASTM A312TP321H
EIL,F25M,SEAMLESS,BE,1,1,6.35MM,B-36.19,ASTM A312TP321H
EIL,F25M,SEAMLESS,BE,1.5,1.5,7.14MM,B-36.19,ASTM A312TP321H
EIL,F25M,SEAMLESS,BE,2,2,8.74MM,B-36.19,ASTM A312TP321H
EIL,F25M,SEAMLESS,BE,3,3,11.1MM,B-36.19,ASTM A312TP321H
EIL,F25M,SEAMLESS,BE,4,4,13.5MM,B-36.19,ASTM A312TP321H
EIL,F15M,SEAMLESS,BE,0.5,0.5,4.78MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,0.75,0.75,5.5MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,1,1,6.35MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,1.5,1.5,7.14MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,2,2,8.74MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,3,3,15.2MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,4,4,17.1MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,6,6,12MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,8,8,18MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,BE,10,10,22MM,B-36.19,ASTM A312 TP321
EIL,F15M,SEAMLESS,PBE,12,12,25MM,B-36.19,ASTM A312 TP321
EIL,J2A,SEAMLESS,SCRM,0.5,0.75,S160,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J2A,SEAMLESS,SCRM,1,2,XS,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J2A,SEAMLESS,SCRM,3,4,STD,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J2A,SEAMLESS,BE,6,14,STD,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J92A,SEAMLESS,SCRM,0.5,0.75,S160,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J92A,SEAMLESS,SCRM,1,2,XS,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J92A,SEAMLESS,SCRM,3,4,STD,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J92A,SEAMLESS,BE,6,6,STD,B-36.10,ASTM A53 GR.B TYPE S 
EIL,J92A,EFSW,BE,8,14,STD,B-36.10,API 5L GR.B
EIL,A33A,C.WELDED,PE,0.5,1.5,HVY,IS-1239-I,IS-1239 (BLACK)
EIL,A33A,C.WELDED,BE,2,6,HVY,IS-1239-I,IS-1239 (BLACK)
EIL,A33A,WELDED,BE,8,18,6mm,IS-3589,IS-3589 GR.410
EIL,A33A,WELDED,BE,20,20,6mm,IS-3589,IS-3589 GR.410
EIL,A33A,WELDED,BE,24,28,8mm,IS-3589,IS-3589 GR.410
EIL,A33A,WELDED,BE,30,30,8mm,IS-3589,IS-3589 GR.410
EIL,A33A,WELDED,BE,32,38,10mm,IS-3589,IS-3589 GR.410
EIL,A33A,WELDED,BE,40,46,12mm,IS-3589,IS-3589 GR.410
EIL,A33A,WELDED,BE,42,46,12mm,IS-3589,IS-3589 GR.410
EIL,A33A,WELDED,BE,48,48,12mm,IS-3589,IS-3589 GR.410
EIL,A6A,SEAMLESS,BE,0.75,1,S160,B-36.10,ASTM A106 GR.B
EIL,A6A,SEAMLESS,PE,1.5,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A6A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A6A,SEAMLESS,BE,3,4,STD,B-36.10,ASTM A106 GR.B
EIL,A6A,SEAMLESS,BE,6,14,STD,B-36.10,ASTM A106 GR.B
EIL,A6A,EFSW,BE,16,20,STD,B-36.10,ASTM A672 GR.B60 CL.12
EIL,A6A,EFSW,BE,24,24,XS,B-36.10,ASTM A672 GR.B60 CL.12
EIL,A8A,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A8A,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A8A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A8A,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A106 GR.B
EIL,A1B,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P1
EIL,A1B,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P1
EIL,A1B,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P1
EIL,A1B,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A335 GR.P1
EIL,A1B,EFSW,BE,16,24,STD,B-36.10,ASTM A691 GR.CM65 CL.12
EIL,A1D,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P11
EIL,A1D,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P11
EIL,A1D,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P11
EIL,A1D,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A335 GR.P11
EIL,A1D,EFSW,BE,16,24,STD,B-36.10,ASTM A691 GR.1.25CR CL.42
EIL,A4F,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P5
EIL,A4F,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P5
EIL,A4F,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P5
EIL,A4F,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A335 GR.P5
EIL,A4F,EFSW,BE,16,24,STD,B-36.10,ASTM A691 GR.5 CR CL.42
EIL,A4G,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P9
EIL,A4G,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P9
EIL,A4G,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P9
EIL,A4G,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A335 GR.P9
EIL,A4G,EFSW,BE,16,24,STD,B-36.10,ASTM A691 GR.9 CR CL.42
EIL,A2K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304
EIL,A2K,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP304
EIL,A2K,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP304
EIL,A2K,SEAMLESS,BE,3,8,10S,B-36.19,ASTM A312 TP304
EIL,A2K,EFSW,BE,10,24,10S,B-36.19,ASTM A358 TP304 CL.1
EIL,A1M,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP316
EIL,A1M,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP316
EIL,A1M,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP316
EIL,A1M,SEAMLESS,BE,3,8,10S,B-36.19,ASTM A312 TP316
EIL,A1M,EFSW,BE,10,24,10S,B-36.19,ASTM A358 TP316/316L CL.1
EIL,A3Y,SEAMLESS,PE,1,1.5,XS,B-36.10,API 5L GR.B PSL1
EIL,A3Y,SEAMLESS,PE,2,6,STD,B-36.10,API 5L GR.B PSL1
EIL,A3Y,ERW,PE,8,12,S20,B-36.10,API 5L GR.B PSL1
EIL,A4Y,SEAMLESS,PE,1,1.5,XS,B-36.10,API 5L GR.B PSL1
EIL,A4Y,SEAMLESS,PE,2,6,STD,B-36.10,API 5L GR.B PSL1
EIL,A4Y,ERW,PE,8,12,S20,B-36.10,API 5L GR.B PSL1
EIL,A5Y,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A5Y,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A5Y,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A5Y,SEAMLESS,BE,2.5,2.5,STD,B-36.10,ASTM A106 GR.B
EIL,A5Y,C.WELDED,PE,3,6,HVY,IS-1239-I,IS-1239 (BLACK)
EIL,A5Y,WELDED,PE,8,12,6MM,IS-3589,IS-3589 GR.330
EIL,A5Y,WELDED,PE,14,18,8MM,IS-3589,IS-3589 GR.330
EIL,A5Y,WELDED,PE,20,24,10MM,IS-3589,IS-3589 GR.330
EIL,A5Y,WELDED,PE,26,48,12MM,IS-3589,IS-3589 GR.330
EIL,A5Y,WELDED,PE,50,60,14MM,IS-3589,IS-3589 GR.330
EIL,A33Y,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,A33Y,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,A33Y,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,A33Y,SEAMLESS,BE,2.5,2.5,STD,B-36.10,ASTM A106 GR.B
EIL,A33Y,C.WELDED,PE,3,6,HVY,IS-1239-I,IS-1239 
EIL,A33Y,WELDED,BE,8,18,6MM,IS-3589,IS-3589 GR.410
EIL,A33Y,WELDED,BE,20,20,6MM,IS-3589,IS-3589 GR.410
EIL,A33Y,WELDED,BE,24,28,8MM,IS-3589,IS-3589 GR.410
EIL,A33Y,WELDED,BE,30,30,8MM,IS-3589,IS-3589 GR.410
EIL,A33Y,WELDED,BE,32,38,10MM,IS-3589,IS-3589 GR.410
EIL,A33Y,WELDED,BE,40,46,12MM,IS-3589,IS-3589 GR.410
EIL,A33Y,WELDED,BE,48,48,12MM,IS-3589,IS-3589 GR.410
EIL,A1Z,SEAMLESS,PE,0.5,12,9.3MM,D-3035 ,ASTM D3035 GR.PE 3406 CL.C
EIL,A4Z,SEAMLESS,PE,0.5,8,9.3MM,D-3035 ,ASTM D3035 GR.PE 3406 CL.C
EIL,A5Z,SEAMLESS,PE,0.5,8,9.3MM,D-3035 ,ASTM D3035 GR.PE 3406 CL.C
EIL,B6A,SEAMLESS,PE,0.5,0.5,XXS,B-36.10,ASTM A106 GR.B
EIL,B6A,SEAMLESS,PE,0.75,0.75,S160,B-36.10,ASTM A106 GR.B
EIL,B6A,SEAMLESS,PE,1,1.5,S160,B-36.10,ASTM A106 GR.B
EIL,B6A,SEAMLESS,BE,2,2,S160,B-36.10,ASTM A106 GR.B
EIL,B6A,SEAMLESS,BE,3,12,XS,B-36.10,ASTM A106 GR.B
EIL,B6A,SEAMLESS,BE,14,14,XS,B-36.10,ASTM A106 GR.B
EIL,B6A,EFSW,BE,16,24,CALC,B-36.10,ASTM A672 GR.B60 CL.12
EIL,B32A,SEAMLESS,PE,0.5,1.5,XS,B-36.10,ASTM A106 GR.B
EIL,B32A,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A106 GR.B
EIL,B32A,SEAMLESS,BE,3,3,STD,B-36.10,ASTM A106 GR.B
EIL,B1B,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P1
EIL,B1B,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P1
EIL,B1B,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P1
EIL,B1B,SEAMLESS,BE,3,14,STD,B-36.10,ASTM A335 GR.P1
EIL,B1B,EFSW,BE,16,18,XS,B-36.10,ASTM A691 GR.CM65 CL.12
EIL,B1B,EFSW,BE,20,20,XS,B-36.10,ASTM A691 GR.CM65 CL.12
EIL,B1B,EFSW,BE,24,24,CALC,B-36.10,ASTM A691 GR.CM65 CL.12
EIL,B1E,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P22
EIL,B1E,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P22
EIL,B1E,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P22
EIL,B1E,SEAMLESS,BE,3,12,STD,B-36.10,ASTM A335 GR.P22
EIL,B1E,SEAMLESS,BE,14,14,XS,B-36.10,ASTM A335 GR.P22
EIL,B1E,EFSW,BE,16,18,XS,B-36.10,ASTM A691 GR.2.25CR CL.42
EIL,B1E,EFSW,BE,20,24,CALC,B-36.10,ASTM A691 GR.2.25CR CL.42
EIL,B3F,SEAMLESS,PE,0.5,1.5,XXS,B-36.10,ASTM A335 GR.P5
EIL,B3F,SEAMLESS,BE,2,3,S160,B-36.10,ASTM A335 GR.P5
EIL,B3F,SEAMLESS,BE,4,4,S120,B-36.10,ASTM A335 GR.P5
EIL,B3F,SEAMLESS,BE,6,8,XS,B-36.10,ASTM A335 GR.P5
EIL,B3F,SEAMLESS,BE,10,10,XS,B-36.10,ASTM A335 GR.P5
EIL,B3F,SEAMLESS,BE,12,12,S60,B-36.10,ASTM A335 GR.P5
EIL,B3F,SEAMLESS,BE,14,14,S60,B-36.10,ASTM A335 GR.P5
EIL,B3F,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.5 CR CL.42
EIL,B4G,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P9
EIL,B4G,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P9
EIL,B4G,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P9
EIL,B4G,SEAMLESS,BE,3,6,STD,B-36.10,ASTM A335 GR.P9
EIL,B4G,SEAMLESS,BE,8,14,XS,B-36.10,ASTM A335 GR.P9
EIL,B4G,EFSW,BE,16,16,XS,B-36.10,ASTM A691 GR9CR CL.42
EIL,B4G,EFSW,BE,18,24,CALC,B-36.10,ASTM A691 GR9CR CL.42
EIL,B2K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304
EIL,B2K,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP304
EIL,B2K,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP304
EIL,B2K,SEAMLESS,BE,3,4,10S,B-36.19,ASTM A312 TP304
EIL,B2K,SEAMLESS,BE,6,6,10S,B-36.19,ASTM A312 TP304
EIL,B2K,SEAMLESS,BE,8,8,6.35MM,B-36.19,ASTM A312 TP304
EIL,B2K,EFSW,BE,10,10,6.35MM,B-36.19,ASTM A358 TP304 CL.1
EIL,B2K,EFSW,BE,12,12,8.38MM,B-36.19,ASTM A358 TP304 CL.1
EIL,B2K,EFSW,BE,14,14,7.92MM,B-36.19,ASTM A358 TP304 CL.1
EIL,B2K,EFSW,BE,16,18,40S,B-36.19,ASTM A358 TP304 CL.1
EIL,B2K,EFSW,BE,20,24,CALC,B-36.19,ASTM A358 TP304 CL.1
EIL,B4K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304H
EIL,B4K,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP304H
EIL,B4K,SEAMLESS,BE,2,6,40S,B-36.19,ASTM A312 TP304H
EIL,B4K,SEAMLESS,BE,8,8,6.35MM,B-36.19,ASTM A312 TP304H
EIL,B4K,SEAMLESS,BE,10,10,7.8MM,B-36.19,ASTM A312 TP304H
EIL,B4K,SEAMLESS,BE,12,12,8.38MM,B-36.19,ASTM A312 TP304H
EIL,B4K,SEAMLESS,BE,14,14,40S,B-36.19,ASTM A312 TP304H
EIL,B4K,SEAMLESS,BE,16,24,CALC,B-36.19,ASTM A312 TP304H
EIL,B5K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304H
EIL,B5K,SEAMLESS,PE,1,1.5,80S,B-36.19,ASTM A312 TP304H
EIL,B5K,SEAMLESS,BE,2,2,80S,B-36.19,ASTM A312 TP304H
EIL,B5K,SEAMLESS,BE,3,10,40S,B-36.19,ASTM A312 TP304H
EIL,B5K,SEAMLESS,BE,12,12,10.3MM,B-36.19,ASTM A312 TP304H
EIL,B5K,SEAMLESS,BE,14,14,11.1MM,B-36.19,ASTM A312 TP304H
EIL,B5K,SEAMLESS,BE,16,24,CALC,B-36.19,ASTM A312 TP304H
EIL,B1M,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP316
EIL,B1M,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP316
EIL,B1M,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP316
EIL,B1M,SEAMLESS,BE,3,4,10S,B-36.19,ASTM A312 TP316
EIL,B1M,SEAMLESS,BE,6,6,10S,B-36.19,ASTM A312 TP316
EIL,B1M,SEAMLESS,BE,8,8,6.35MM,B-36.19,ASTM A312 TP316
EIL,B1M,EFSW,BE,10,10,6.35MM,B-36.19,ASTM A358 TP316/316L CL.1
EIL,B1M,EFSW,BE,12,12,8.38MM,B-36.19,ASTM A358 TP316/316L CL.1
EIL,B1M,EFSW,BE,14,14,7.92MM,B-36.19,ASTM A358 TP316/316L CL.1
EIL,B1M,EFSW,BE,16,18,40S,B-36.19,ASTM A358 TP316/316L CL.1
EIL,B1M,EFSW,BE,20,24,CALC,B-36.19,ASTM A358 TP316/316L CL.1
EIL,B5M,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,3,4,10S,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,6,6,10S,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,8,10,6.35MM,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,12,12,8.38MM,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,14,14,7.92MM,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,16,18,40S,B-36.19,ASTM A312 TP316H
EIL,B5M,SEAMLESS,BE,20,24,CALC,B-36.19,ASTM A312 TP316H
EIL,B6N,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP316L
EIL,B6N,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP316L
EIL,B6N,SEAMLESS,BE,2,2,40S,B-36.19,ASTM A312 TP316L
EIL,B6N,SEAMLESS,BE,3,4,10S,B-36.19,ASTM A312 TP316L
EIL,B6N,SEAMLESS,BE,6,6,10S,B-36.19,ASTM A312 TP316L
EIL,B6N,SEAMLESS,BE,8,8,6.35MM,B-36.19,ASTM A312 TP316L
EIL,B6N,EFSW,BE,10,10,6.35MM,B-36.19,ASTM A358 TP316L CL.1
EIL,B6N,EFSW,BE,12,12,8.38MM,B-36.19,ASTM A358 TP316L CL.1
EIL,B6N,EFSW,BE,14,14,7.92MM,B-36.19,ASTM A358 TP316L CL.1
EIL,B6N,EFSW,BE,16,18,40S,B-36.19,ASTM A358 TP316L CL.1
EIL,B6N,EFSW,BE,20,24,CALC,B-36.19,ASTM A358 TP316L CL.1
EIL,D1B,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P1
EIL,D1B,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P1
EIL,D1B,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P1
EIL,D1B,SEAMLESS,BE,3,3,STD,B-36.10,ASTM A335 GR.P1
EIL,D1B,SEAMLESS,BE,4,8,XS,B-36.10,ASTM A335 GR.P1
EIL,D1B,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A335 GR.P1
EIL,D1B,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.CM65 CL.12
EIL,D2B,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P1
EIL,D2B,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P1
EIL,D2B,SEAMLESS,BE,2,2,XS,B-36.10,ASTM A335 GR.P1
EIL,D2B,SEAMLESS,BE,3,3,STD,B-36.10,ASTM A335 GR.P1
EIL,D2B,SEAMLESS,BE,4,8,XS,B-36.10,ASTM A335 GR.P1
EIL,D2B,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A335 GR.P1
EIL,D2B,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.CM65 CL.12
EIL,D1D,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P11
EIL,D1D,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P11
EIL,D1D,SEAMLESS,BE,2,8,XS,B-36.10,ASTM A335 GR.P11
EIL,D1D,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A335 GR.P11
EIL,D1D,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.1.25CR CL.42
EIL,D5E,SEAMLESS,PE,0.5,0.75,S160,B-36.10,ASTM A335 GR.P22
EIL,D5E,SEAMLESS,PE,1,1.5,XS,B-36.10,ASTM A335 GR.P22
EIL,D5E,SEAMLESS,BE,2,8,XS,B-36.10,ASTM A335 GR.P22
EIL,D5E,SEAMLESS,BE,10,14,CALC,B-36.10,ASTM A335 GR.P22
EIL,D5E,EFSW,BE,16,24,CALC,B-36.10,ASTM A691 GR.2.25CR CL.42
EIL,D2K,SEAMLESS,PE,0.5,0.75,80S,B-36.19,ASTM A312 TP304
EIL,D2K,SEAMLESS,PE,1,1.5,40S,B-36.19,ASTM A312 TP304
EIL,D2K,SEAMLESS,BE,2,6,40S,B-36.19,ASTM A312 TP304
